ESTU_GENERO,ESTU_DEPTO_RESIDE,FAMI_EDUCACIONPADRE,FAMI_EDUCACIONMADRE,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,FAMI_TIENEINTERNET,FAMI_TIENECONSOLAVIDEOJUEGOS,FAMI_NUMLIBROS,ESTU_HORASSEMANATRABAJA,FAMI_COMELECHEDERIVADOS,FAMI_COMECARNEPESCADOHUEVO,COLE_JORNADA,COLE_GENERO,COLE_NATURALEZA,COLE_CARACTER,COLE_AREA_UBICACION,PUNT_MATEMATICAS,PUNT_INGLES,PUNT_C_NATURALES,PUNT_LECTURA_CRITICA,PUNT_SOCIALES_CIUDADANAS,PUNT_GLOBAL
F,VALLE,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,50.0,44.0,58.0,54.0,43.0,253.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,7 a 8,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,52.0,49.0,52.0,44.0,43.0,239.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 4,5 a 6,Si,No,11 A 25 LIBROS,Entre 11 y 20 horas,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,53.0,33.0,44.0,55.0,43.0,238.0
F,VALLE,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,TARDE,MIXTO,OFICIAL,ACADÉMICO,URBANO,56.0,65.0,57.0,65.0,62.0,302.0
M,VALLE,Educación profesional completa,Técnica o tecnológica incompleta,Estrato 2,3 a 4,Si,Si,26 A 100 LIBROS,Entre 11 y 20 horas,Todos o casi todos los días,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,73.0,74.0,72.0,69.0,69.0,355.0
M,MAGDALENA,Primaria completa,Primaria incompleta,Estrato 6,7 a 8,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,47.0,37.0,45.0,37.0,44.0,214.0
M,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 4,9 o más,No,No,MÁS DE 100 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,30.0,35.0,33.0,43.0,31.0,172.0
M,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,50.0,42.0,45.0,46.0,38.0,223.0
F,MAGDALENA,Primaria incompleta,Primaria completa,Estrato 1,7 a 8,No,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,43.0,34.0,37.0,39.0,37.0,193.0
F,VALLE,Técnica o tecnológica completa,Técnica o tecnológica incompleta,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO,URBANO,56.0,55.0,42.0,58.0,49.0,258.0
F,VALLE,Secundaria (Bachillerato) completa,No sabe,Estrato 1,5 a 6,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,COMPLETA,MIXTO,NO OFICIAL,TÉCNICO/ACADÉMICO,URBANO,51.0,56.0,54.0,64.0,57.0,282.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,1 a 2,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,54.0,46.0,46.0,60.0,67.0,280.0
M,TOLIMA,Primaria completa,Primaria completa,Estrato 1,7 a 8,Si,No,11 A 25 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,51.0,40.0,48.0,52.0,54.0,252.0
M,TOLIMA,Secundaria (Bachillerato) completa,Primaria incompleta,Estrato 2,5 a 6,No,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,54.0,50.0,56.0,55.0,47.0,264.0
M,TOLIMA,Primaria incompleta,Educación profesional completa,Estrato 1,5 a 6,Si,No,11 A 25 LIBROS,0,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,65.0,64.0,61.0,65.0,62.0,317.0
F,MAGDALENA,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,Entre 11 y 20 horas,1 o 2 veces por semana,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,28.0,34.0,40.0,42.0,33.0,178.0
F,TOLIMA,Primaria incompleta,Técnica o tecnológica incompleta,Estrato 2,3 a 4,Si,No,26 A 100 LIBROS,Menos de 10 horas,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO,URBANO,49.0,60.0,39.0,58.0,53.0,253.0
M,TOLIMA,No sabe,Primaria completa,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO,URBANO,72.0,60.0,67.0,52.0,78.0,333.0
M,VALLE,Secundaria (Bachillerato) incompleta,Primaria completa,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,Menos de 10 horas,3 a 5 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,65.0,56.0,67.0,70.0,66.0,331.0
F,VALLE,Secundaria (Bachillerato) completa,Postgrado,Estrato 2,1 a 2,Si,Si,11 A 25 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,27.0,51.0,32.0,44.0,44.0,189.0
F,VALLE,Primaria completa,Primaria completa,Estrato 1,5 a 6,Si,No,11 A 25 LIBROS,Menos de 10 horas,Todos o casi todos los días,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,39.0,40.0,43.0,46.0,31.0,199.0
M,VALLE,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,No,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41.0,48.0,54.0,60.0,54.0,260.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,26 A 100 LIBROS,0,3 a 5 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,53.0,45.0,52.0,47.0,38.0,237.0
F,VALLE,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 3,1 a 2,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO,URBANO,69.0,74.0,62.0,72.0,64.0,337.0
M,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,Todos o casi todos los días,TARDE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,36.0,36.0,37.0,31.0,41.0,181.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO,URBANO,22.0,38.0,43.0,42.0,40.0,184.0
F,VALLE,No sabe,No sabe,Estrato 1,5 a 6,No,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO,URBANO,49.0,42.0,56.0,57.0,48.0,258.0
F,VALLE,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,7 a 8,Si,No,11 A 25 LIBROS,Entre 21 y 30 horas,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,37.0,35.0,34.0,46.0,42.0,197.0
F,VALLE,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,Si,26 A 100 LIBROS,Menos de 10 horas,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,51.0,59.0,52.0,51.0,51.0,259.0
M,VALLE,Primaria incompleta,Primaria incompleta,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,NO OFICIAL,TÉCNICO/ACADÉMICO,URBANO,43.0,50.0,43.0,48.0,33.0,212.0
M,VALLE,Educación profesional completa,Educación profesional completa,Estrato 1,3 a 4,Si,No,11 A 25 LIBROS,Menos de 10 horas,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,NO OFICIAL,TÉCNICO,URBANO,65.0,59.0,32.0,57.0,47.0,255.0
F,VALLE,Primaria incompleta,Primaria incompleta,Estrato 1,1 a 2,Si,No,11 A 25 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO,RURAL,48.0,33.0,48.0,54.0,43.0,235.0
M,VALLE,Primaria incompleta,Ninguno,Estrato 1,7 a 8,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,SABATINA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,28.0,36.0,31.0,38.0,29.0,159.0
F,VALLE,No sabe,Ninguno,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,Nunca o rara vez comemos eso,NOCHE,MIXTO,OFICIAL,ACADÉMICO,URBANO,16.0,44.0,30.0,35.0,27.0,142.0
M,VALLE,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) completa,Sin Estrato,3 a 4,No,No,26 A 100 LIBROS,Entre 11 y 20 horas,Todos o casi todos los días,3 a 5 veces por semana,TARDE,MIXTO,OFICIAL,ACADÉMICO,URBANO,55.0,55.0,51.0,66.0,60.0,289.0
M,VALLE,Secundaria (Bachillerato) completa,No sabe,Estrato 3,3 a 4,Si,Si,11 A 25 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,NO OFICIAL,TÉCNICO,URBANO,56.0,63.0,61.0,59.0,58.0,294.0
M,VALLE,Ninguno,Secundaria (Bachillerato) completa,Estrato 6,3 a 4,Si,No,11 A 25 LIBROS,0,Todos o casi todos los días,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,45.0,65.0,46.0,68.0,62.0,280.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 5,1 a 2,Si,Si,26 A 100 LIBROS,Entre 11 y 20 horas,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,58.0,58.0,50.0,55.0,52.0,270.0
M,TOLIMA,Secundaria (Bachillerato) incompleta,Técnica o tecnológica incompleta,Estrato 4,1 a 2,Si,Si,0 A 10 LIBROS,0,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO,URBANO,64.0,48.0,54.0,64.0,59.0,297.0
M,MAGDALENA,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,3 a 4,No,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,23.0,34.0,38.0,47.0,29.0,171.0
M,VALLE,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 1,5 a 6,Si,No,MÁS DE 100 LIBROS,Menos de 10 horas,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO,URBANO,51.0,46.0,52.0,59.0,55.0,268.0
F,VALLE,Secundaria (Bachillerato) completa,Técnica o tecnológica completa,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,47.0,41.0,54.0,55.0,38.0,240.0
F,TOLIMA,No sabe,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,37.0,48.0,28.0,49.0,36.0,192.0
F,VALLE,Primaria incompleta,Primaria incompleta,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,32.0,33.0,30.0,31.0,28.0,152.0
M,MAGDALENA,Educación profesional incompleta,Educación profesional completa,Estrato 2,5 a 6,Si,Si,0 A 10 LIBROS,0,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,60.0,55.0,58.0,52.0,57.0,283.0
F,MAGDALENA,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,5 a 6,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,TARDE,MIXTO,OFICIAL,ACADÉMICO,URBANO,32.0,40.0,41.0,42.0,45.0,200.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Sin Estrato,1 a 2,Si,No,26 A 100 LIBROS,Menos de 10 horas,Nunca o rara vez comemos eso,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,TÉCNICO,URBANO,57.0,52.0,35.0,58.0,41.0,240.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,46.0,37.0,40.0,45.0,50.0,223.0
M,RISARALDA,Primaria incompleta,Primaria completa,Estrato 1,1 a 2,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Nunca o rara vez comemos eso,TARDE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,55.0,37.0,48.0,54.0,49.0,252.0
F,VALLE,Primaria completa,Secundaria (Bachillerato) incompleta,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO,URBANO,58.0,57.0,51.0,63.0,54.0,283.0
F,MAGDALENA,Técnica o tecnológica completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,11 A 25 LIBROS,0,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO,URBANO,51.0,46.0,57.0,61.0,46.0,266.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,36.0,34.0,38.0,36.0,40.0,186.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 2,5 a 6,Si,No,11 A 25 LIBROS,0,Todos o casi todos los días,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,53.0,70.0,52.0,47.0,54.0,265.0
M,VALLE,No sabe,Educación profesional incompleta,Estrato 3,3 a 4,Si,No,11 A 25 LIBROS,0,3 a 5 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,73.0,52.0,68.0,64.0,60.0,326.0
F,VALLE,Primaria completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,Si,26 A 100 LIBROS,0,3 a 5 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,44.0,46.0,48.0,59.0,43.0,242.0
M,VALLE,Técnica o tecnológica incompleta,Educación profesional completa,Estrato 2,3 a 4,Si,No,11 A 25 LIBROS,0,1 o 2 veces por semana,Nunca o rara vez comemos eso,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,58.0,58.0,60.0,58.0,61.0,296.0
F,VALLE,Primaria completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,Menos de 10 horas,3 a 5 veces por semana,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,39.0,50.0,35.0,41.0,46.0,205.0
F,VALLE,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,41.0,54.0,46.0,47.0,46.0,228.0
M,VALLE,Ninguno,Secundaria (Bachillerato) incompleta,Estrato 1,3 a 4,Si,No,26 A 100 LIBROS,0,Nunca o rara vez comemos eso,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,52.0,55.0,57.0,62.0,63.0,291.0
F,VALLE,Primaria incompleta,Secundaria (Bachillerato) incompleta,Estrato 2,3 a 4,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,RURAL,45.0,39.0,41.0,46.0,38.0,211.0
M,VALLE,No sabe,Secundaria (Bachillerato) incompleta,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,COMPLETA,MIXTO,NO OFICIAL,TÉCNICO,URBANO,44.0,48.0,42.0,53.0,34.0,218.0
M,MAGDALENA,Secundaria (Bachillerato) incompleta,No sabe,Estrato 1,3 a 4,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,52.0,31.0,40.0,46.0,45.0,223.0
F,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) incompleta,Estrato 1,7 a 8,Si,No,26 A 100 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,61.0,51.0,56.0,52.0,39.0,260.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 3,3 a 4,Si,No,0 A 10 LIBROS,Más de 30 horas,Todos o casi todos los días,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,33.0,34.0,44.0,49.0,52.0,218.0
M,VALLE,No sabe,Educación profesional completa,Estrato 2,5 a 6,Si,No,11 A 25 LIBROS,0,Nunca o rara vez comemos eso,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,67.0,81.0,63.0,63.0,50.0,312.0
M,VALLE,Técnica o tecnológica completa,Técnica o tecnológica completa,Estrato 3,3 a 4,Si,No,11 A 25 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,68.0,56.0,62.0,65.0,70.0,327.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,11 A 25 LIBROS,Menos de 10 horas,1 o 2 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,44.0,42.0,37.0,44.0,36.0,202.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,No,No,11 A 25 LIBROS,0,3 a 5 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,56.0,57.0,56.0,53.0,56.0,277.0
M,VALLE,Primaria completa,Primaria completa,Estrato 3,3 a 4,No,No,0 A 10 LIBROS,0,3 a 5 veces por semana,3 a 5 veces por semana,NOCHE,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,21.0,40.0,33.0,33.0,35.0,156.0
F,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,39.0,59.0,36.0,56.0,41.0,221.0
M,VALLE,Educación profesional completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,11 A 25 LIBROS,Más de 30 horas,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,49.0,33.0,41.0,40.0,24.0,190.0
F,VALLE,Primaria incompleta,Técnica o tecnológica completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,Nunca o rara vez comemos eso,1 o 2 veces por semana,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,36.0,39.0,36.0,49.0,39.0,200.0
M,VALLE,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 3,3 a 4,Si,No,MÁS DE 100 LIBROS,0,Nunca o rara vez comemos eso,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,61.0,60.0,57.0,48.0,50.0,272.0
F,BOLIVAR,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,5 a 6,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO,URBANO,39.0,48.0,42.0,38.0,30.0,190.0
F,BOLIVAR,Secundaria (Bachillerato) incompleta,Secundaria (Bachillerato) incompleta,Estrato 6,5 a 6,Si,No,11 A 25 LIBROS,Entre 21 y 30 horas,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO,URBANO,51.0,55.0,51.0,55.0,55.0,266.0
M,MAGDALENA,Secundaria (Bachillerato) completa,Educación profesional completa,Estrato 2,5 a 6,Si,No,11 A 25 LIBROS,0,3 a 5 veces por semana,1 o 2 veces por semana,MAÑANA,MASCULINO,NO OFICIAL,TÉCNICO/ACADÉMICO,URBANO,38.0,38.0,33.0,45.0,33.0,187.0
F,TOLIMA,Primaria incompleta,Primaria incompleta,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,3 a 5 veces por semana,1 o 2 veces por semana,SABATINA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,49.0,37.0,39.0,56.0,37.0,223.0
F,VALLE,Primaria incompleta,Secundaria (Bachillerato) completa,Estrato 2,1 a 2,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,39.0,41.0,36.0,44.0,31.0,189.0
F,VALLE,Primaria incompleta,Primaria completa,Estrato 2,5 a 6,No,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,35.0,45.0,39.0,43.0,31.0,188.0
F,BOLIVAR,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,RURAL,33.0,40.0,45.0,36.0,39.0,192.0
M,BOLIVAR,Técnica o tecnológica incompleta,Educación profesional completa,Sin Estrato,7 a 8,Si,Si,0 A 10 LIBROS,Menos de 10 horas,1 o 2 veces por semana,Todos o casi todos los días,SABATINA,MIXTO,OFICIAL,ACADÉMICO,RURAL,32.0,38.0,31.0,34.0,39.0,172.0
M,MAGDALENA,Educación profesional completa,No sabe,Estrato 3,3 a 4,Si,No,0 A 10 LIBROS,0,1 o 2 veces por semana,Todos o casi todos los días,MAÑANA,MIXTO,NO OFICIAL,ACADÉMICO,URBANO,60.0,60.0,68.0,66.0,61.0,317.0
F,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 3,7 a 8,Si,No,11 A 25 LIBROS,Menos de 10 horas,Todos o casi todos los días,Todos o casi todos los días,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,50.0,52.0,46.0,44.0,50.0,239.0
F,MAGDALENA,Secundaria (Bachillerato) completa,Secundaria (Bachillerato) completa,Estrato 1,3 a 4,Si,No,11 A 25 LIBROS,0,Todos o casi todos los días,3 a 5 veces por semana,MAÑANA,MIXTO,OFICIAL,ACADÉMICO,URBANO,50.0,51.0,40.0,54.0,44.0,237.0
F,VALLE,Ninguno,Primaria incompleta,Estrato 1,1 a 2,No,No,11 A 25 LIBROS,Entre 21 y 30 horas,1 o 2 veces por semana,1 o 2 veces por semana,NOCHE,MIXTO,OFICIAL,ACADÉMICO,URBANO,46.0,34.0,40.0,36.0,32.0,191.0
M,VALLE,Educación profesional completa,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,Si,11 A 25 LIBROS,0,1 o 2 veces por semana,1 o 2 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,34.0,42.0,44.0,41.0,34.0,193.0
M,VALLE,No sabe,Secundaria (Bachillerato) completa,Estrato 2,3 a 4,Si,No,11 A 25 LIBROS,0,1 o 2 veces por semana,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,53.0,48.0,49.0,58.0,61.0,273.0
M,VALLE,Educación profesional incompleta,Educación profesional incompleta,Estrato 1,5 a 6,Si,No,0 A 10 LIBROS,Entre 21 y 30 horas,1 o 2 veces por semana,3 a 5 veces por semana,UNICA,MIXTO,OFICIAL,TÉCNICO/ACADÉMICO,URBANO,45.0,56.0,45.0,68.0,56.0,268.0
